Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2004,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2004,11
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2004,15
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2004,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2004,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2004,2
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2004,2
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,11
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2004,228
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2004,27
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2004,69
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2004,7
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2004,41
"Asian, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2004,53
"Asian, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2004,37
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2004,23
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2004,8
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2004,23
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2004,17
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2004,12
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2004,10
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2004,8
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2004,21
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2004,36
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2004,19
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2004,73
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2004,7
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2004,21
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2004,38
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2004,43
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2004,12
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2004,15
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2004,
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2004,8
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2004,1
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2004,1
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2004,14
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2004,11
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2004,57
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2004,26
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2004,1
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2004,5
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2004,23
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2004,258
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2004,64
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2004,42
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2004,4
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2004,10
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2004,19
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2004,17
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2004,125
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2004,13
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2004,16
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2004,13
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2004,15
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2004,28
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2004,1
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2004,10
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2004,18
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2004,5
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2004,16
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2004,3
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2004,7
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2004,4
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2004,19
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2004,29
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2004,59
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2004,3
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2004,18
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2004,4
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2004,12
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2004,15
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2004,40
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2004,67
