Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,3.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1998,1.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1998,3.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,1.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,1.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1998,2.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1998,1.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1998,2.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1998,1.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1998,3.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1998,4.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,1.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1998,2.0
"More than one race, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,5.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1998,36.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1998,5.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,13.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,7.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,15.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,9.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1998,11.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,1998,6.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1998,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1998,5.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,1998,4.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,4.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,1998,8.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1998,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1998,9.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1998,6.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1998,3.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1998,5.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,5.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1998,12.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1998,5.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,9.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1998,7.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1998,3.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1998,20.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1998,9.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1998,20.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1998,8.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1998,3.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1998,4.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1998,8.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1998,13.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1998,1.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1998,4.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1998,4.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1998,7.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1998,2.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1998,12.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1998,11.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1998,4.0
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1998,5.0
